task_id,device_id,task_size_MB,energy_J,deadline_ms,priority,cpu_usage,memory_MB,buffer_size,network_latency_ms,target_server_CLOUD1,target_server_CLOUD2,target_server_FOG1,target_server_FOG2
0.0,0.5151515151515152,0.04357352229038998,0.5183370029923879,0.9131403118040089,0.5,0.7716555186403463,0.16896976630265476,0.020833333333333332,0.2933186555874683,0.0,1.0,0.0,0.0
0.00020004000800160032,0.9292929292929294,0.26576371321759895,0.7103815569183765,0.309576837416481,0.5,0.5891667677351582,0.7890188709091807,0.7708333333333333,0.8114020955901675,1.0,0.0,0.0,0.0
0.00040008001600320064,0.1414141414141414,0.0091633005891643,0.645545831245604,0.8819599109131403,1.0,0.2749896319286833,0.5043215246253349,0.2708333333333333,0.3212688203609242,0.0,1.0,0.0,0.0
0.000600120024004801,0.7171717171717172,0.20059317818182681,0.3323479249816001,0.7282850779510022,0.5,0.9383585943931219,0.5128191328554802,0.6249999999999999,0.18550839632764166,0.0,0.0,1.0,0.0
0.0008001600320064013,0.6060606060606062,0.048739386018220046,0.5172321420517499,0.420935412026726,0.0,0.653539506903695,0.3621661586991714,0.6041666666666666,0.39575804526819625,0.0,0.0,0.0,1.0
0.0010002000400080016,0.20202020202020202,0.08376685947873376,0.3977083020475749,0.27616926503340755,0.5,0.9708633506593998,0.864838945704218,0.5416666666666666,0.12388805480431331,0.0,1.0,0.0,0.0
0.001200240048009602,0.8282828282828284,0.17978557866038042,0.588230679878012,0.9175946547884186,0.0,0.5803038295242748,0.3183665906141913,0.7291666666666666,0.47015636301814234,1.0,0.0,0.0,0.0
0.0014002800560112022,0.8686868686868688,0.24514910677314386,0.3976784514634732,0.3608017817371938,0.0,0.8215030125516457,0.09410382670296134,0.9374999999999999,0.6755560077918203,0.0,0.0,0.0,1.0
0.0016003200640128026,0.7474747474747476,0.04802453987731865,0.282597702955665,0.13140311804008908,0.5,0.813411491940956,0.30276304709352553,0.6249999999999999,0.3687573653425533,0.0,1.0,0.0,0.0
0.0018003600720144029,0.7474747474747476,0.07039123836075488,0.6396385140412594,0.9175946547884186,0.0,0.33739123860290016,0.7155260456099268,0.8541666666666666,0.17346097283709316,0.0,0.0,1.0,0.0
0.0020004000800160028,0.8787878787878789,0.06081254373530552,0.46531930444737984,0.066815144766147,0.5,0.9644041210207268,0.6577350022578672,0.10416666666666667,0.45313183376322963,0.0,1.0,0.0,0.0
0.0022004400880176033,1.0,0.0014947235884151407,0.30326724583168047,0.7394209354120267,0.5,0.021842415827585282,0.18801271788272061,0.8749999999999999,0.7625174767665129,0.0,1.0,0.0,0.0
0.002400480096019204,0.23232323232323232,0.03985484363182206,0.3304822047218516,0.16703786191536749,0.5,0.7689942863848662,0.11175428533769037,0.9166666666666666,0.07641427671961684,0.0,0.0,1.0,0.0
0.0026005201040208044,0.0202020202020202,0.06983212753746844,0.302211866504929,0.5389755011135857,0.0,0.9659412706169512,0.661019975680228,0.3541666666666667,0.07075542974998658,0.0,0.0,0.0,1.0
0.002800560112022404,0.21212121212121213,0.060150189213035735,0.2474153393843792,0.7037861915367483,1.0,0.3389714738958365,0.6765362573014059,0.2708333333333333,0.3180040824010598,0.0,0.0,1.0,0.0
0.0030006001200240046,0.5252525252525253,0.14542521022949162,0.3339848960869903,0.5723830734966592,0.5,0.6483322045698945,0.3662049695999667,0.3958333333333333,0.41497555936243435,0.0,0.0,0.0,1.0
0.003200640128025605,0.010101010101010102,0.055187011880157476,0.47443904597435305,0.9265033407572383,0.5,0.5624008827102568,0.8430166449202441,0.20833333333333331,0.21633432386759374,0.0,0.0,0.0,1.0
0.0034006801360272057,0.8787878787878789,0.07635928592270393,0.4234185575690997,0.420935412026726,0.5,0.761786998246412,0.9784658966784907,0.7499999999999999,0.026715573673784673,0.0,0.0,0.0,1.0
0.0036007201440288053,0.29292929292929293,0.06378037721810476,0.340474475104396,0.8374164810690422,0.5,0.866511213262696,0.20564670245239242,0.8124999999999999,0.2194230674276462,0.0,1.0,0.0,0.0
0.003800760152030406,0.37373737373737376,0.15333519319026043,0.6598018638427317,0.6993318485523384,0.5,0.6032431072419575,0.577194816907116,0.0625,0.4352988115510261,1.0,0.0,0.0,0.0
0.004000800160032006,0.010101010101010102,0.22584796697265921,0.0808119991160111,0.6570155902004454,0.5,0.8162121324346076,0.005280602541958113,0.8958333333333333,0.0792482295652282,1.0,0.0,0.0,0.0
0.004200840168033606,0.6363636363636365,0.0862377703181677,0.4633938796197836,0.3919821826280623,0.0,0.3123352127417035,0.7132261239438957,0.10416666666666667,0.7159059272190287,0.0,1.0,0.0,0.0
0.004400880176035207,0.595959595959596,0.17702504408988284,0.3892651557639511,0.6391982182628062,0.5,0.2285938325651674,0.41435359564471674,0.4583333333333333,0.5520652204614378,0.0,0.0,0.0,1.0
0.004600920184036807,0.20202020202020202,0.03999112057001565,0.252628053834106,0.6525612472160356,1.0,0.43077795125383234,0.1932665534388966,0.14583333333333331,0.43436887726242646,0.0,0.0,1.0,0.0
